County,Date,New Cases,New Positive Tests,Total Test Encounters
Honolulu,2022-09-19,139,96,1372
Kauai,2022-09-19,13,13,119
Maui,2022-09-19,20,18,383
Missing,2022-09-19,0,0,54
Hawaii,2022-09-20,21,15,378
Honolulu,2022-09-20,131,119,1295
Kauai,2022-09-20,4,4,65
Maui,2022-09-20,25,19,371
Missing,2022-09-20,0,0,91
Hawaii,2022-09-21,19,18,342
Honolulu,2022-09-21,159,128,1924
Kauai,2022-09-21,5,5,120
Maui,2022-09-21,19,15,282
Missing,2022-09-21,0,0,117
Hawaii,2022-09-22,19,15,421
Honolulu,2022-09-22,108,80,1066
Kauai,2022-09-22,11,10,95
Maui,2022-09-22,20,18,329
Missing,2022-09-22,0,0,81
Hawaii,2022-09-23,8,6,356
Honolulu,2022-09-23,141,103,1997
Kauai,2022-09-23,11,11,118
Maui,2022-09-23,19,15,306
Missing,2022-09-23,0,0,110
Hawaii,2022-09-24,13,12,308
Honolulu,2022-09-24,92,63,1008
Kauai,2022-09-24,6,4,53
Maui,2022-09-24,15,15,213
Missing,2022-09-24,0,0,63
Hawaii,2022-09-25,7,6,141
Honolulu,2022-09-25,74,58,889
Kauai,2022-09-25,5,5,48
Maui,2022-09-25,12,11,144
Missing,2022-09-25,0,0,47
Hawaii,2022-09-26,17,8,206
Honolulu,2022-09-26,109,70,1097
Kauai,2022-09-26,8,7,72
Maui,2022-09-26,20,16,341
Missing,2022-09-26,0,0,65
Hawaii,2022-09-27,22,18,393
Honolulu,2022-09-27,166,135,1600
Kauai,2022-09-27,16,17,163
Maui,2022-09-27,20,19,341
Missing,2022-09-27,0,0,70
Hawaii,2022-09-28,17,16,298
Honolulu,2022-09-28,169,127,1884
Kauai,2022-09-28,8,7,82
Maui,2022-09-28,19,16,287
Missing,2022-09-28,0,0,91
Hawaii,2022-09-29,18,16,420
Honolulu,2022-09-29,131,102,1255
Kauai,2022-09-29,6,5,85
Maui,2022-09-29,19,15,333
Missing,2022-09-29,0,0,52
Hawaii,2022-09-30,18,12,251
Honolulu,2022-09-30,145,115,1652
Kauai,2022-09-30,16,16,131
Maui,2022-09-30,18,17,313
Missing,2022-09-30,0,0,91
Hawaii,2022-10-01,10,7,247
Honolulu,2022-10-01,91,65,972
Kauai,2022-10-01,6,7,82
Maui,2022-10-01,11,9,225
Missing,2022-10-01,0,0,47
Hawaii,2022-10-02,14,14,126
Honolulu,2022-10-02,85,72,909
Kauai,2022-10-02,5,5,37
Maui,2022-10-02,8,7,128
Missing,2022-10-02,0,0,39
Hawaii,2022-10-03,10,6,166
Honolulu,2022-10-03,117,74,1472
Kauai,2022-10-03,9,9,107
Maui,2022-10-03,15,12,324
Missing,2022-10-03,0,0,77
Hawaii,2022-10-04,14,9,252
Honolulu,2022-10-04,131,103,1401
Kauai,2022-10-04,19,19,112
Maui,2022-10-04,10,9,338
Missing,2022-10-04,0,0,65
Hawaii,2022-10-05,14,9,204
Honolulu,2022-10-05,163,120,1758
Kauai,2022-10-05,7,10,97
Maui,2022-10-05,11,8,244
Missing,2022-10-05,0,0,86
Hawaii,2022-10-06,15,15,267
Honolulu,2022-10-06,89,55,1145
Kauai,2022-10-06,11,9,86
Maui,2022-10-06,12,10,306
Missing,2022-10-06,0,0,59
Hawaii,2022-10-07,11,8,236
Honolulu,2022-10-07,123,91,1339
Kauai,2022-10-07,10,10,115
Maui,2022-10-07,17,14,243
Missing,2022-10-07,0,0,87
Hawaii,2022-10-08,22,14,285
Honolulu,2022-10-08,73,40,895
Kauai,2022-10-08,11,12,57
Maui,2022-10-08,15,13,251
Missing,2022-10-08,0,0,51
Hawaii,2022-10-09,5,5,127
Honolulu,2022-10-09,66,52,901
Kauai,2022-10-09,7,7,49
Maui,2022-10-09,14,13,142
Missing,2022-10-09,0,0,64
Hawaii,2022-10-10,12,5,191
Honolulu,2022-10-10,111,73,1497
Kauai,2022-10-10,13,12,109
Maui,2022-10-10,20,13,314
Missing,2022-10-10,0,0,92
Hawaii,2022-10-11,20,12,229
Honolulu,2022-10-11,108,64,1454
Kauai,2022-10-11,13,10,129
Maui,2022-10-11,26,25,393
Missing,2022-10-11,0,0,67
Hawaii,2022-10-12,37,29,307
Honolulu,2022-10-12,165,119,2104
Kauai,2022-10-12,8,7,114
Maui,2022-10-12,21,19,324
Missing,2022-10-12,0,0,114
Hawaii,2022-10-13,18,9,209
Honolulu,2022-10-13,95,63,1223
Kauai,2022-10-13,10,8,78
Maui,2022-10-13,19,15,318
Missing,2022-10-13,0,0,67
Hawaii,2022-10-14,23,18,227
Honolulu,2022-10-14,113,74,1453
Kauai,2022-10-14,9,9,107
Maui,2022-10-14,16,13,320
Missing,2022-10-14,0,0,77
Hawaii,2022-10-15,30,24,275
Honolulu,2022-10-15,100,71,1068
Kauai,2022-10-15,4,4,62
Maui,2022-10-15,22,21,278
Missing,2022-10-15,0,0,47
Hawaii,2022-10-16,9,5,122
Honolulu,2022-10-16,95,58,910
Kauai,2022-10-16,5,4,38
Maui,2022-10-16,13,10,120
Missing,2022-10-16,0,0,49
Hawaii,2022-10-17,32,24,177
Honolulu,2022-10-17,144,112,1754
Kauai,2022-10-17,15,12,100
Maui,2022-10-17,35,27,276
Missing,2022-10-17,0,0,74
Hawaii,2022-10-18,27,18,332
Honolulu,2022-10-18,153,108,1420
Kauai,2022-10-18,16,13,108
Maui,2022-10-18,25,25,358
Missing,2022-10-18,0,0,72
Hawaii,2022-10-19,32,28,304
Honolulu,2022-10-19,132,96,1921
Kauai,2022-10-19,14,13,121
Maui,2022-10-19,29,26,283
Missing,2022-10-19,0,0,104
Hawaii,2022-10-20,25,19,447
Honolulu,2022-10-20,122,80,1298
Kauai,2022-10-20,14,12,109
Maui,2022-10-20,23,20,346
Missing,2022-10-20,0,0,59
Hawaii,2022-10-21,32,21,241
Honolulu,2022-10-21,124,86,1538
Kauai,2022-10-21,12,9,100
Maui,2022-10-21,20,16,327
Missing,2022-10-21,0,0,51
Hawaii,2022-10-22,23,17,225
Honolulu,2022-10-22,102,85,1133
Kauai,2022-10-22,4,4,52
Maui,2022-10-22,19,16,256
Missing,2022-10-22,0,0,47
Hawaii,2022-10-23,16,14,136
Honolulu,2022-10-23,82,66,934
Kauai,2022-10-23,6,6,42
Maui,2022-10-23,16,11,215
Missing,2022-10-23,0,0,50
Hawaii,2022-10-24,38,15,218
Honolulu,2022-10-24,123,88,1561
Kauai,2022-10-24,16,11,119
Maui,2022-10-24,14,13,337
Missing,2022-10-24,0,0,85
Hawaii,2022-10-25,35,22,373
Honolulu,2022-10-25,125,89,1611
Kauai,2022-10-25,12,11,122
Maui,2022-10-25,29,27,383
Missing,2022-10-25,0,0,98
Hawaii,2022-10-26,18,13,224
Honolulu,2022-10-26,145,102,1826
Kauai,2022-10-26,10,9,86
Maui,2022-10-26,28,24,308
Missing,2022-10-26,0,0,98
Hawaii,2022-10-27,28,22,250
Honolulu,2022-10-27,99,69,1199
Kauai,2022-10-27,6,4,91
Maui,2022-10-27,17,15,311
Missing,2022-10-27,0,0,59
Hawaii,2022-10-28,13,8,217
Honolulu,2022-10-28,126,86,1338
Kauai,2022-10-28,13,13,100
Maui,2022-10-28,22,18,298
Missing,2022-10-28,0,0,47
Hawaii,2022-10-29,22,20,242
Honolulu,2022-10-29,65,51,969
Kauai,2022-10-29,6,6,64
Maui,2022-10-29,14,11,242
Missing,2022-10-29,0,0,40
Hawaii,2022-10-30,12,10,133
Honolulu,2022-10-30,64,54,1171
Kauai,2022-10-30,3,3,48
Maui,2022-10-30,10,9,215
Missing,2022-10-30,0,0,68
Hawaii,2022-10-31,14,8,149
Honolulu,2022-10-31,133,92,1587
Kauai,2022-10-31,12,11,80
Maui,2022-10-31,25,24,352
Missing,2022-10-31,0,0,84
Hawaii,2022-11-01,34,22,324
Honolulu,2022-11-01,151,117,1425
Kauai,2022-11-01,6,4,95
Maui,2022-11-01,17,10,374
Missing,2022-11-01,0,0,75
Hawaii,2022-11-02,28,18,315
Honolulu,2022-11-02,138,104,1868
Kauai,2022-11-02,10,11,99
Maui,2022-11-02,12,12,312
Missing,2022-11-02,0,0,93
Hawaii,2022-11-03,30,25,252
Honolulu,2022-11-03,118,88,1303
Kauai,2022-11-03,8,7,100
Maui,2022-11-03,21,15,318
Missing,2022-11-03,0,0,71
Hawaii,2022-11-04,24,17,252
Honolulu,2022-11-04,113,78,1306
Kauai,2022-11-04,10,8,104
Maui,2022-11-04,17,15,405
Missing,2022-11-04,0,0,68
Hawaii,2022-11-05,23,15,250
Honolulu,2022-11-05,71,49,1005
Kauai,2022-11-05,8,6,50
Maui,2022-11-05,12,11,231
Missing,2022-11-05,0,0,47
Hawaii,2022-11-06,5,5,114
Honolulu,2022-11-06,55,49,985
Kauai,2022-11-06,6,1,25
Maui,2022-11-06,9,6,147
Missing,2022-11-06,0,0,56
Hawaii,2022-11-07,18,8,213
Honolulu,2022-11-07,124,79,1448
Kauai,2022-11-07,13,10,90
Maui,2022-11-07,16,9,409
Missing,2022-11-07,0,0,89
Hawaii,2022-11-08,32,17,339
Honolulu,2022-11-08,161,118,1472
Kauai,2022-11-08,9,5,70
Maui,2022-11-08,16,13,398
Missing,2022-11-08,0,0,77
Hawaii,2022-11-09,24,18,250
Honolulu,2022-11-09,114,84,1825
Kauai,2022-11-09,6,6,103
Maui,2022-11-09,17,15,326
Missing,2022-11-09,0,0,98
Hawaii,2022-11-10,11,8,251
Honolulu,2022-11-10,131,95,1090
Kauai,2022-11-10,9,9,76
Maui,2022-11-10,14,11,323
Missing,2022-11-10,0,0,68
Hawaii,2022-11-11,22,10,272
Honolulu,2022-11-11,81,58,1236
Kauai,2022-11-11,6,5,67
Maui,2022-11-11,10,9,268
Missing,2022-11-11,0,0,78
Hawaii,2022-11-12,11,9,208
Honolulu,2022-11-12,80,58,880
Kauai,2022-11-12,7,5,35
Maui,2022-11-12,9,8,230
Missing,2022-11-12,0,0,43
Hawaii,2022-11-13,14,11,145
Honolulu,2022-11-13,67,57,984
Kauai,2022-11-13,4,4,39
Maui,2022-11-13,6,4,187
Missing,2022-11-13,0,0,62
Hawaii,2022-11-14,12,9,175
Honolulu,2022-11-14,126,72,1618
Kauai,2022-11-14,9,9,86
Maui,2022-11-14,14,12,361
Missing,2022-11-14,0,0,111
Hawaii,2022-11-15,24,12,326
Honolulu,2022-11-15,159,123,1693
Kauai,2022-11-15,8,6,108
Maui,2022-11-15,12,7,528
Missing,2022-11-15,0,0,83
Hawaii,2022-11-16,18,10,223
Honolulu,2022-11-16,137,90,1946
Kauai,2022-11-16,6,6,80
Maui,2022-11-16,27,20,314
Missing,2022-11-16,0,0,116
Hawaii,2022-11-17,25,23,295
Honolulu,2022-11-17,116,85,1175
Kauai,2022-11-17,10,9,94
Maui,2022-11-17,19,12,351
Missing,2022-11-17,0,0,82
Hawaii,2022-11-18,18,11,248
Honolulu,2022-11-18,104,71,1343
Kauai,2022-11-18,15,14,100
Maui,2022-11-18,11,8,270
Missing,2022-11-18,0,0,77
Hawaii,2022-11-19,17,14,324
Honolulu,2022-11-19,102,71,828
Kauai,2022-11-19,4,4,53
Maui,2022-11-19,11,8,199
Missing,2022-11-19,0,0,67
Hawaii,2022-11-20,8,7,191
Honolulu,2022-11-20,71,52,727
Kauai,2022-11-20,4,4,55
Maui,2022-11-20,15,7,126
Missing,2022-11-20,0,0,60
Hawaii,2022-11-21,19,5,187
Honolulu,2022-11-21,127,86,1357
Kauai,2022-11-21,7,6,74
Maui,2022-11-21,19,10,367
Missing,2022-11-21,0,0,103
Hawaii,2022-11-22,21,11,416
Honolulu,2022-11-22,154,103,1114
Kauai,2022-11-22,11,8,86
Maui,2022-11-22,18,16,255
Missing,2022-11-22,0,0,96
Hawaii,2022-11-23,18,11,272
Honolulu,2022-11-23,118,92,1467
Kauai,2022-11-23,7,7,70
Maui,2022-11-23,12,8,187
Missing,2022-11-23,0,0,89
Hawaii,2022-11-24,16,16,322
Honolulu,2022-11-24,108,79,720
Kauai,2022-11-24,2,2,23
Maui,2022-11-24,8,6,116
Missing,2022-11-24,0,0,48
Hawaii,2022-11-25,14,9,129
Honolulu,2022-11-25,60,39,709
Kauai,2022-11-25,2,1,50
Maui,2022-11-25,13,9,130
Missing,2022-11-25,0,0,63
Hawaii,2022-11-26,19,12,200
Honolulu,2022-11-26,94,61,811
Kauai,2022-11-26,5,4,57
Maui,2022-11-26,14,11,154
Missing,2022-11-26,0,0,66
Hawaii,2022-11-27,9,7,151
Honolulu,2022-11-27,91,62,967
Kauai,2022-11-27,2,2,40
Maui,2022-11-27,11,4,199
Missing,2022-11-27,0,0,76
Hawaii,2022-11-28,15,11,155
Honolulu,2022-11-28,147,93,1428
Kauai,2022-11-28,8,4,80
Maui,2022-11-28,33,19,331
Missing,2022-11-28,0,0,81
Hawaii,2022-11-29,12,13,424
Honolulu,2022-11-29,193,122,1657
Kauai,2022-11-29,8,7,108
Maui,2022-11-29,27,14,312
Missing,2022-11-29,0,0,86
Hawaii,2022-11-30,17,14,316
Honolulu,2022-11-30,161,114,1839
Kauai,2022-11-30,7,6,98
Maui,2022-11-30,33,14,259
Missing,2022-11-30,0,0,84
Hawaii,2022-12-01,12,7,292
Honolulu,2022-12-01,166,90,1074
Kauai,2022-12-01,6,4,59
Maui,2022-12-01,25,19,249
Missing,2022-12-01,0,0,63
Hawaii,2022-12-02,22,13,321
Honolulu,2022-12-02,130,91,1088
Kauai,2022-12-02,10,7,104
Maui,2022-12-02,30,17,206
Missing,2022-12-02,0,0,61
Hawaii,2022-12-03,12,9,259
Honolulu,2022-12-03,131,84,1082
Kauai,2022-12-03,6,6,60
Maui,2022-12-03,7,4,144
Missing,2022-12-03,0,0,52
Hawaii,2022-12-04,11,10,137
Honolulu,2022-12-04,66,51,707
Kauai,2022-12-04,2,2,47
Maui,2022-12-04,8,6,143
Missing,2022-12-04,0,0,55
Hawaii,2022-12-05,20,12,231
Honolulu,2022-12-05,162,106,1348
Kauai,2022-12-05,11,8,85
Maui,2022-12-05,13,8,208
Missing,2022-12-05,0,0,55
Hawaii,2022-12-06,19,17,342
Honolulu,2022-12-06,176,113,1230
Kauai,2022-12-06,10,7,98
Maui,2022-12-06,24,10,307
Missing,2022-12-06,0,0,80
Hawaii,2022-12-07,26,19,290
Honolulu,2022-12-07,141,99,1725
Kauai,2022-12-07,11,10,103
Maui,2022-12-07,29,19,272
Missing,2022-12-07,0,0,77
Hawaii,2022-12-08,25,17,428
Honolulu,2022-12-08,148,95,1172
Kauai,2022-12-08,17,12,91
Maui,2022-12-08,26,22,229
Missing,2022-12-08,0,0,89
Hawaii,2022-12-09,21,17,271
Honolulu,2022-12-09,134,100,1324
Kauai,2022-12-09,6,5,93
Maui,2022-12-09,24,20,272
Missing,2022-12-09,0,0,80
Hawaii,2022-12-10,15,12,255
Honolulu,2022-12-10,66,47,856
Kauai,2022-12-10,8,8,63
Maui,2022-12-10,11,10,160
Missing,2022-12-10,0,0,40
Hawaii,2022-12-11,15,13,136
Honolulu,2022-12-11,67,51,808
Kauai,2022-12-11,5,4,47
Maui,2022-12-11,14,8,133
Missing,2022-12-11,0,0,50
Hawaii,2022-12-12,19,7,207
Honolulu,2022-12-12,118,84,945
Kauai,2022-12-12,12,9,55
Maui,2022-12-12,9,5,202
Missing,2022-12-12,0,0,46
Hawaii,2022-12-13,20,10,246
Honolulu,2022-12-13,125,93,1340
Kauai,2022-12-13,17,12,144
Maui,2022-12-13,39,27,311
Missing,2022-12-13,0,0,67
Hawaii,2022-12-14,28,19,377
Honolulu,2022-12-14,141,89,1843
Kauai,2022-12-14,27,24,142
Maui,2022-12-14,27,20,285
Missing,2022-12-14,0,0,82
Hawaii,2022-12-15,27,15,274
Honolulu,2022-12-15,148,103,1106
Kauai,2022-12-15,11,10,87
Maui,2022-12-15,16,14,254
Missing,2022-12-15,0,0,62
Hawaii,2022-12-16,24,18,444
Honolulu,2022-12-16,94,69,1181
Kauai,2022-12-16,12,8,100
Maui,2022-12-16,25,14,250
Missing,2022-12-16,0,0,63
Hawaii,2022-12-17,19,13,347
Honolulu,2022-12-17,71,52,923
Kauai,2022-12-17,7,6,61
Maui,2022-12-17,12,5,155
Missing,2022-12-17,0,0,60
Hawaii,2022-12-18,6,4,169
Honolulu,2022-12-18,66,56,777
Kauai,2022-12-18,6,6,46
Maui,2022-12-18,14,8,114
Missing,2022-12-18,0,0,58
Hawaii,2022-12-19,16,11,209
Honolulu,2022-12-19,138,86,1115
Kauai,2022-12-19,10,8,97
Maui,2022-12-19,19,13,231
Missing,2022-12-19,0,0,85
Hawaii,2022-12-20,31,17,529
Honolulu,2022-12-20,105,73,1204
Kauai,2022-12-20,10,8,104
Maui,2022-12-20,18,12,292
Missing,2022-12-20,0,0,100
Hawaii,2022-12-21,21,7,226
Honolulu,2022-12-21,137,90,1014
Kauai,2022-12-21,19,19,116
Maui,2022-12-21,16,8,217
Missing,2022-12-21,0,0,69
Hawaii,2022-12-22,29,14,333
Honolulu,2022-12-22,114,86,937
Kauai,2022-12-22,19,15,122
Maui,2022-12-22,53,25,290
Missing,2022-12-22,0,0,100
Hawaii,2022-12-23,27,17,358
Honolulu,2022-12-23,135,91,1073
Kauai,2022-12-23,9,8,113
Maui,2022-12-23,29,17,205
Missing,2022-12-23,0,0,71
Hawaii,2022-12-24,13,9,171
Honolulu,2022-12-24,102,72,752
Kauai,2022-12-24,5,6,63
Maui,2022-12-24,14,9,151
Missing,2022-12-24,0,0,63
Hawaii,2022-12-25,20,21,171
Honolulu,2022-12-25,46,37,473
Kauai,2022-12-25,8,5,32
Maui,2022-12-25,12,9,96
Missing,2022-12-25,0,0,58
Hawaii,2022-12-26,27,12,182
Honolulu,2022-12-26,129,83,840
Kauai,2022-12-26,6,6,63
Maui,2022-12-26,24,13,100
Missing,2022-12-26,0,0,65
Hawaii,2022-12-27,25,15,305
Honolulu,2022-12-27,125,85,1043
Kauai,2022-12-27,17,12,108
Maui,2022-12-27,75,55,456
Missing,2022-12-27,0,0,96
Hawaii,2022-12-28,52,23,383
Honolulu,2022-12-28,190,137,1186
Kauai,2022-12-28,18,13,97
Maui,2022-12-28,36,18,209
Missing,2022-12-28,0,0,65
Hawaii,2022-12-29,21,10,224
Honolulu,2022-12-29,126,94,972
Kauai,2022-12-29,12,11,87
Maui,2022-12-29,21,11,230
Missing,2022-12-29,0,0,89
Hawaii,2022-12-30,14,8,328
Honolulu,2022-12-30,120,82,992
Kauai,2022-12-30,17,14,99
Maui,2022-12-30,14,9,163
Missing,2022-12-30,0,0,94
Hawaii,2022-12-31,20,14,311
Honolulu,2022-12-31,101,74,623
Kauai,2022-12-31,6,5,55
Maui,2022-12-31,18,12,135
Missing,2022-12-31,0,0,61
Hawaii,2023-01-01,9,9,123
Honolulu,2023-01-01,57,47,580
Kauai,2023-01-01,2,2,42
Maui,2023-01-01,8,4,112
Missing,2023-01-01,0,0,56
Hawaii,2023-01-02,18,13,205
Honolulu,2023-01-02,112,78,1183
Kauai,2023-01-02,9,7,72
Maui,2023-01-02,8,7,124
Missing,2023-01-02,0,0,55
Hawaii,2023-01-03,15,9,214
Honolulu,2023-01-03,170,122,1307
Kauai,2023-01-03,17,12,103
Maui,2023-01-03,30,22,249
Missing,2023-01-03,0,0,98
Hawaii,2023-01-04,34,23,479
Honolulu,2023-01-04,169,129,1784
Kauai,2023-01-04,5,4,99
Maui,2023-01-04,24,14,231
Missing,2023-01-04,0,0,108
Hawaii,2023-01-05,19,13,255
Honolulu,2023-01-05,144,102,1025
Kauai,2023-01-05,6,6,74
Maui,2023-01-05,34,20,184
Missing,2023-01-05,0,0,78
Hawaii,2023-01-06,21,17,330
Honolulu,2023-01-06,141,95,1026
Kauai,2023-01-06,6,3,86
Maui,2023-01-06,20,11,214
Missing,2023-01-06,0,0,64
Hawaii,2023-01-07,31,20,312
Honolulu,2023-01-07,111,86,876
Kauai,2023-01-07,3,3,52
Maui,2023-01-07,21,15,159
Missing,2023-01-07,0,0,68
Hawaii,2023-01-08,17,14,160
Honolulu,2023-01-08,88,66,713
Kauai,2023-01-08,1,0,27
Maui,2023-01-08,10,5,131
Missing,2023-01-08,0,0,58
Hawaii,2023-01-09,26,15,275
Honolulu,2023-01-09,130,86,1116
Kauai,2023-01-09,8,7,76
Maui,2023-01-09,25,16,216
Missing,2023-01-09,0,0,36
Hawaii,2023-01-10,29,21,440
Honolulu,2023-01-10,159,104,1081
Kauai,2023-01-10,7,5,93
Maui,2023-01-10,23,10,205
Missing,2023-01-10,0,0,58
Hawaii,2023-01-11,15,7,258
Honolulu,2023-01-11,120,80,1424
Kauai,2023-01-11,12,8,76
Maui,2023-01-11,30,20,198
Missing,2023-01-11,0,0,96
Hawaii,2023-01-12,25,16,275
Honolulu,2023-01-12,106,76,801
Kauai,2023-01-12,8,7,111
Maui,2023-01-12,19,13,159
Missing,2023-01-12,0,0,48
Hawaii,2023-01-13,17,10,380
Honolulu,2023-01-13,119,81,885
Kauai,2023-01-13,14,11,90
Maui,2023-01-13,21,16,164
Missing,2023-01-13,0,0,57
Hawaii,2023-01-14,24,12,284
Honolulu,2023-01-14,69,47,618
Kauai,2023-01-14,3,2,58
Maui,2023-01-14,12,7,102
Missing,2023-01-14,0,0,69
Hawaii,2023-01-15,16,11,137
Honolulu,2023-01-15,86,64,685
Kauai,2023-01-15,4,3,35
Maui,2023-01-15,9,5,90
Missing,2023-01-15,0,0,73
Hawaii,2023-01-16,5,5,211
Honolulu,2023-01-16,92,61,782
Kauai,2023-01-16,6,3,56
Maui,2023-01-16,7,5,99
Missing,2023-01-16,0,0,38
Hawaii,2023-01-17,35,25,335
Honolulu,2023-01-17,134,85,1211
Kauai,2023-01-17,11,9,100
Maui,2023-01-17,13,10,120
Missing,2023-01-17,0,0,56
Hawaii,2023-01-18,22,15,372
Honolulu,2023-01-18,142,102,1747
Kauai,2023-01-18,7,4,95
Maui,2023-01-18,16,11,169
Missing,2023-01-18,0,0,79
Hawaii,2023-01-19,16,13,224
Honolulu,2023-01-19,117,91,938
Kauai,2023-01-19,10,7,105
Maui,2023-01-19,9,6,139
Missing,2023-01-19,0,0,59
Hawaii,2023-01-20,13,10,345
Honolulu,2023-01-20,80,55,947
Kauai,2023-01-20,4,4,96
Maui,2023-01-20,16,13,112
Missing,2023-01-20,0,0,70
Hawaii,2023-01-21,18,11,264
Honolulu,2023-01-21,79,51,701
Kauai,2023-01-21,1,2,44
Maui,2023-01-21,3,2,69
Missing,2023-01-21,0,0,36
Hawaii,2023-01-22,11,9,183
Honolulu,2023-01-22,52,37,589
Kauai,2023-01-22,5,4,52
Maui,2023-01-22,8,8,73
Missing,2023-01-22,0,0,40
Hawaii,2023-01-23,15,8,370
Honolulu,2023-01-23,112,74,1301
Kauai,2023-01-23,3,3,60
Maui,2023-01-23,10,6,119
Missing,2023-01-23,0,0,54
Hawaii,2023-01-24,15,11,270
Honolulu,2023-01-24,84,37,910
Kauai,2023-01-24,1,1,83
Maui,2023-01-24,14,11,200
Missing,2023-01-24,0,0,65
Hawaii,2023-01-25,26,13,313
Honolulu,2023-01-25,95,56,1443
Kauai,2023-01-25,11,10,93
Maui,2023-01-25,18,15,175
Missing,2023-01-25,0,0,80
Hawaii,2023-01-26,18,14,348
Honolulu,2023-01-26,84,54,902
Kauai,2023-01-26,9,7,109
Maui,2023-01-26,20,16,117
Missing,2023-01-26,0,0,65
Hawaii,2023-01-27,4,4,356
Honolulu,2023-01-27,65,44,849
Kauai,2023-01-27,1,0,63
Maui,2023-01-27,14,8,152
Missing,2023-01-27,0,0,52
Hawaii,2023-01-28,10,10,190
Honolulu,2023-01-28,49,36,619
Kauai,2023-01-28,4,4,52
Maui,2023-01-28,7,3,67
Missing,2023-01-28,0,0,45
Hawaii,2023-01-29,6,6,142
Honolulu,2023-01-29,53,42,596
Kauai,2023-01-29,4,4,41
Maui,2023-01-29,9,4,63
Missing,2023-01-29,0,0,36
Hawaii,2023-01-30,17,10,345
Honolulu,2023-01-30,72,58,966
Kauai,2023-01-30,10,7,60
Maui,2023-01-30,8,5,145
Missing,2023-01-30,0,0,43
Hawaii,2023-01-31,26,11,268
Honolulu,2023-01-31,88,56,946
Kauai,2023-01-31,17,11,92
Maui,2023-01-31,14,10,138
Missing,2023-01-31,0,0,45
Hawaii,2023-02-01,15,11,354
Honolulu,2023-02-01,100,62,1362
Kauai,2023-02-01,13,7,81
Maui,2023-02-01,9,8,164
Missing,2023-02-01,0,0,77
Hawaii,2023-02-02,12,7,328
Honolulu,2023-02-02,69,48,759
Kauai,2023-02-02,9,7,80
Maui,2023-02-02,7,5,140
Missing,2023-02-02,0,0,62
Hawaii,2023-02-03,13,8,203
Honolulu,2023-02-03,75,47,762
Kauai,2023-02-03,10,9,90
Maui,2023-02-03,12,6,132
Missing,2023-02-03,0,0,48
Hawaii,2023-02-04,9,5,196
Honolulu,2023-02-04,47,33,580
Kauai,2023-02-04,4,4,50
Maui,2023-02-04,8,4,98
Missing,2023-02-04,0,0,39
Hawaii,2023-02-05,6,5,168
Honolulu,2023-02-05,45,27,498
Kauai,2023-02-05,6,6,58
Maui,2023-02-05,6,6,46
Missing,2023-02-05,0,0,36
Hawaii,2023-02-06,19,10,294
Honolulu,2023-02-06,78,49,948
Kauai,2023-02-06,10,6,60
Maui,2023-02-06,13,3,94
Missing,2023-02-06,0,0,70
Hawaii,2023-02-07,15,11,315
Honolulu,2023-02-07,62,38,857
Kauai,2023-02-07,8,8,50
Maui,2023-02-07,10,5,127
Missing,2023-02-07,0,0,68
Hawaii,2023-02-08,14,14,237
Honolulu,2023-02-08,76,45,1321
Kauai,2023-02-08,9,8,69
Maui,2023-02-08,6,3,111
Missing,2023-02-08,0,0,70
Hawaii,2023-02-09,19,15,366
Honolulu,2023-02-09,68,41,839
Kauai,2023-02-09,4,4,63
Maui,2023-02-09,13,9,105
Missing,2023-02-09,0,0,65
Hawaii,2023-02-10,20,14,366
Honolulu,2023-02-10,56,35,727
Kauai,2023-02-10,4,4,69
Maui,2023-02-10,10,7,120
Missing,2023-02-10,0,0,53
Hawaii,2023-02-11,11,9,174
Honolulu,2023-02-11,51,35,620
Kauai,2023-02-11,3,3,54
Maui,2023-02-11,12,10,77
Missing,2023-02-11,0,0,40
Hawaii,2023-02-12,8,5,139
Honolulu,2023-02-12,39,32,579
Kauai,2023-02-12,5,5,44
Maui,2023-02-12,6,4,39
Missing,2023-02-12,0,0,47
Hawaii,2023-02-13,8,5,263
Honolulu,2023-02-13,59,45,762
Kauai,2023-02-13,6,6,61
Maui,2023-02-13,7,3,79
Missing,2023-02-13,0,0,49
Hawaii,2023-02-14,8,7,311
Honolulu,2023-02-14,57,44,863
Kauai,2023-02-14,5,5,83
Maui,2023-02-14,7,3,72
Missing,2023-02-14,0,0,48
Hawaii,2023-02-15,10,8,250
Honolulu,2023-02-15,59,32,1175
Kauai,2023-02-15,7,5,72
Maui,2023-02-15,2,3,98
Missing,2023-02-15,0,0,87
Hawaii,2023-02-16,11,7,367
Honolulu,2023-02-16,57,38,798
Kauai,2023-02-16,4,4,71
Maui,2023-02-16,5,3,93
Missing,2023-02-16,0,0,49
Hawaii,2023-02-17,5,5,218
Honolulu,2023-02-17,43,26,619
Kauai,2023-02-17,2,2,73
Maui,2023-02-17,3,2,81
Missing,2023-02-17,0,0,43
Hawaii,2023-02-18,10,11,164
Honolulu,2023-02-18,32,22,501
Kauai,2023-02-18,1,1,37
Maui,2023-02-18,5,3,53
Missing,2023-02-18,0,0,63
Hawaii,2023-02-19,2,2,119
Honolulu,2023-02-19,39,32,506
Kauai,2023-02-19,2,2,34
Maui,2023-02-19,5,2,41
Missing,2023-02-19,0,0,33
Hawaii,2023-02-20,12,5,183
Honolulu,2023-02-20,36,23,738
